Id;Name;Nation;Second Nation;International Apps;International Goals;International Assists;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Stanley Cups Won;Birth Town;Date Of Birth;Age;Player Roles;Handedness;Junior Preference;Defensive Role;Offensive Role;Morale;Favourite Number;Squad Number;Int. Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
12796;Andrew Higgins;United States;---;0;0;0;1312;Michigan Midget Ice Dogs;USU16E;Michigan Midget Ice Dogs;USU16E;LW, RW;0;Plymouth;9/10/2008;15;(W) All around;Right Handed;None;11;9;18;42;42;42;6;1;3;10;9;4;10;2;11;13;11;11;9;14;9;6;10;4;5;2;7;9;11;10;3;9;8;1;1;1;1;1;
12797;Keegan Iverson;United States;---;0;0;0;16965;Grenoble Les Brûleurs de loups;Magnus League;Grenoble Les Brûleurs de loups;Magnus League;RW;0;St. Louis Park;4/5/1996;27;(W) Power Forward;Right Handed;Major Junior;14;15;20;0;13;0;13;14;13;17;7;14;15;11;15;10;9;16;16;9;11;18;11;14;8;9;9;9;10;13;12;8;10;1;1;1;1;1;
12799;Thomas Price;United States;---;0;0;0;2090;Oakland University;ACHA;Oakland University;ACHA;LD, RD;0;Grafton;8/30/2004;19;(D) Defensive (Physical);Left Handed;None;18;8;16;11;11;11;5;18;6;12;10;9;12;6;10;10;10;15;14;9;16;20;11;5;8;1;5;7;13;13;7;5;3;1;1;1;1;1;
12801;Matt Fankhouser;United States;---;0;0;0;637;Tufts Jumbos;NESCAC;Tufts Jumbos;NESCAC;C;0;Faribault;11/4/2004;19;(C) Power Forward;Right Handed;None;9;14;9;33;33;33;17;8;11;16;8;9;8;9;13;7;1;10;5;7;14;12;2;9;1;7;3;2;1;3;5;1;6;1;1;1;1;1;
12803;Bob Gagné;Canada;---;0;0;0;5312;Antoine-Girouard Midget AAA Gaulois;QMHL;Antoine-Girouard Midget AAA Gaulois;QMHL;C;0;Valleyfield;3/21/2008;15;(C) Playmaker (Physical);Right Handed;None;3;20;18;31;31;31;2;9;10;9;2;3;12;13;6;12;9;5;8;7;10;5;1;8;4;7;9;8;2;4;8;4;6;1;1;1;1;1;
12804;Clay Rowe;United States;---;0;0;0;15245;Cowichan Valley Capitals;BCHL;Cowichan Valley Capitals;BCHL;G;0;St. Cloud;5/26/2006;17;(G) Butterfly style;Left Handed;None;20;1;20;33;33;33;18;6;2;4;2;4;4;1;9;2;14;5;1;1;14;3;1;1;1;1;1;4;5;8;1;2;1;6;5;3;6;4;
12806;Dariusz Slowakiewicz;Poland;---;6;0;0;5375;HC GKS Katowice;Elite League;HC GKS Katowice;Elite League;LW;0;Lodz;10/20/2001;22;(W) Grinder;Left Handed;None;13;11;10;39;39;39;12;10;1;8;10;5;6;3;6;7;5;15;8;7;14;11;8;5;2;2;4;6;8;6;4;8;6;1;1;1;1;1;
12807;Thomas Jason Howard;United States;---;0;0;0;1843;Miami Redhawks;NCHC;Miami Redhawks;NCHC;RD;0;Davison;3/5/2003;20;(D) Defensive;Right Handed;None;14;8;20;8;8;8;14;17;5;11;8;7;10;3;9;8;6;17;7;7;14;14;11;2;6;1;5;4;9;9;3;2;3;1;1;1;1;1;
12808;Jake Jackson;United States;---;0;0;0;2320;Dundas Real McCoys;Allan Cup;Dundas Real McCoys;Allan Cup;C;0;Oakdale;12/5/1994;29;(C) Grinder;Left Handed;College;10;10;20;0;0;0;11;6;8;4;5;10;9;8;9;10;8;7;9;10;6;8;10;5;2;12;5;4;7;10;3;2;4;1;1;1;1;1;
12809;Spenser Vail;United States;---;0;0;0;1315;CRAA Blue Minor Midget AAA;AMMHL;CRAA Blue Minor Midget AAA;AMMHL;G;0;Riverview;3/30/2006;17;(G) Stand-up style;Left Handed;None;20;1;20;39;39;39;14;5;4;2;9;6;6;1;3;2;10;10;1;1;7;2;1;1;1;1;1;7;6;6;1;6;1;7;5;8;4;5;
12810;Darcy Holland;Canada;---;0;0;0;17747;Vancouver Giants;WHL;Vancouver Giants;WHL;C, RW;0;Onion Lake;9/3/2006;17;(C) Defensive;Left Handed;None;13;11;20;45;45;45;6;4;4;3;8;14;15;5;12;16;13;9;11;15;14;10;10;6;4;9;4;10;8;11;6;7;5;1;1;1;1;1;
12811;Doug Craighead;United States;---;0;0;0;1312;South Florida Golden Wolves;USU16E;South Florida Golden Wolves;USU16E;LD;0;Pembroke Pines;3/15/2007;16;(D) Standard;Left Handed;None;13;7;9;3;3;3;5;7;1;1;7;1;1;1;4;6;3;11;7;8;10;11;8;1;3;1;1;2;5;5;1;3;1;1;1;1;1;1;
12812;Colin Jacobs;United States;---;0;0;0;8437;Antwerp Phantoms;BeNeLiga;Antwerp Phantoms;BeNeLiga;C;0;Coppell;1/20/1993;31;(C) Grinder;Right Handed;Major Junior;14;13;20;17;18;0;8;14;5;11;5;8;7;4;6;4;3;5;9;5;3;7;6;5;4;10;5;5;5;8;6;6;5;1;1;1;1;1;
12814;Josh Jacobs;United States;---;0;0;0;13750;Västerviks IK;HockeyAllsvenskan;Västerviks IK;HockeyAllsvenskan;RD;0;Shelby Township;2/15/1996;28;(D) Playmaker (Physical);Right Handed;Major Junior;14;12;19;0;8;0;13;12;6;10;8;9;12;7;10;9;9;9;13;10;7;13;11;4;6;1;7;11;11;13;8;7;7;1;1;1;1;1;
12815;David Jacobson;United States;---;0;0;0;9835;Roanoke Rail Yard Dawgs;SPHL;Roanoke Rail Yard Dawgs;SPHL;G;0;Janesville;11/13/1990;33;(G) Butterfly style;Left Handed;College;20;1;17;31;0;0;18;6;4;6;6;9;5;1;5;5;4;6;1;3;4;5;1;1;1;1;1;7;8;11;1;8;1;3;7;5;4;3;
12816;Troy Nault;Canada;---;0;0;0;0;---;---;---;---;RD;0;Ile des Chenes;3/13/2003;20;(D) Rugged;Right Handed;None;16;8;16;55;55;55;13;11;4;7;7;9;11;1;7;7;8;11;8;7;14;14;6;1;3;1;1;3;3;9;3;1;1;1;1;1;1;1;
12817;Orlando Werner;United States;---;0;0;0;1312;Ellenton Eels U16;USU16E;Ellenton Eels U16;USU16E;LW;0;Columbus;7/14/2008;15;(W) Power Forward;Left Handed;None;12;9;20;79;79;79;15;10;3;20;8;11;15;1;14;5;1;7;5;9;4;6;7;4;1;1;1;2;4;5;2;1;1;1;1;1;1;1;
12818;Stefan Sisak;Slovakia;---;0;0;0;1770;HK Levice;Second Division;HK Levice;Second Division;RW;0;Nitra;3/13/2003;20;(W) Sniper;Left Handed;None;8;14;20;39;39;39;15;7;11;13;1;12;6;9;8;11;7;7;3;11;12;7;3;10;6;4;6;5;2;3;7;7;9;1;1;1;1;1;
12819;Emil Bergqvist;Sweden;---;0;0;0;6068;IF Troja-Ljungby;First Division;IF Troja-Ljungby;First Division;LD, RD;0;Simrishamn;3/28/2001;22;(D) Rugged;Left Handed;None;15;10;17;55;55;55;13;13;3;13;6;10;4;2;8;6;4;10;9;6;11;15;8;3;3;1;5;1;6;8;5;1;4;1;1;1;1;1;
12820;Gordon Dorsey;United States;---;0;0;0;0;---;---;---;---;LW;0;Plymouth;9/28/2002;21;(W) Power Forward;Left Handed;None;15;10;10;71;71;71;10;11;3;9;10;9;15;1;9;7;5;12;9;7;14;14;5;3;1;1;4;1;4;3;1;2;5;1;1;1;1;1;
12821;Pawel Bartkowiak;Poland;---;0;0;0;5375;HC GKS Katowice;Elite League;HC GKS Katowice;Elite League;LD, RD;0;Gdynia;12/23/2001;22;(D) Standard;Left Handed;None;14;10;19;7;7;7;7;9;1;2;6;5;5;1;7;6;5;10;7;6;7;15;9;2;3;1;2;7;7;5;1;2;1;1;1;1;1;1;
12822;Jean-Yves Gendron;Canada;---;0;0;0;16312;Elmira Jackals;ECHL;Elmira Jackals;ECHL;RW;0;St. Jerome;8/3/2002;21;(W) Playmaker;Right Handed;None;10;18;17;19;19;19;11;3;13;12;4;12;10;11;15;17;11;8;2;17;15;8;3;8;11;2;11;11;5;3;3;7;3;1;1;1;1;1;
12823;Devereaux Davis;United States;---;0;0;0;5312;Duluth Central;HS-MN;Duluth Central;HS-MN;RW;0;Mounds View;6/30/2009;14;(W) Defensive (Physical);Right Handed;None;19;3;7;33;33;33;16;16;2;9;4;9;6;1;8;4;7;7;9;10;10;2;7;2;3;2;6;6;10;7;4;4;4;1;1;1;1;1;
12824;Ulrik Lombardi;United States;---;0;0;0;0;---;---;---;---;LW;0;Laurel;3/2/2003;20;(W) Power Forward;Left Handed;None;4;17;9;28;28;28;6;1;9;1;3;1;1;1;6;6;5;3;4;7;11;8;2;7;2;1;6;3;2;2;3;2;8;1;1;1;1;1;
12825;Castan Ritter;United States;---;0;0;0;466;Castleton State Spartans;ECAC East;Castleton State Spartans;ECAC East;G;0;Reston;3/12/2002;21;(G) Butterfly style;Left Handed;None;20;1;1;1;1;1;15;3;3;8;8;6;5;1;8;1;15;6;1;2;11;4;1;1;1;1;1;3;5;8;1;3;1;8;8;2;4;4;
12826;Rory McColgan;United States;---;0;0;0;2926;Port Huron Prowlers;FHL;Port Huron Prowlers;FHL;LW, RW;0;Schenectady;7/5/2002;21;(W) Power Forward;Left Handed;None;9;14;20;31;31;31;12;20;6;18;7;11;13;10;15;7;5;12;5;7;14;12;5;9;5;2;3;4;1;3;7;2;7;1;1;1;1;1;
12828;Howie Muir;Canada;---;0;0;0;1500;Notre Dame Argos Midget AAA;SMAAAHL;Notre Dame Argos Midget AAA;SMAAAHL;RW;0;Wilcox;7/31/2008;15;(W) Sniper;Left Handed;None;4;19;20;40;40;40;18;2;10;1;6;10;15;9;9;8;6;5;1;6;8;6;1;7;6;1;5;3;4;2;9;8;7;1;1;1;1;1;
12829;Josselin Lebey;Canada;---;0;0;0;16527;Shawinigan Cataractes;QMJHL;Shawinigan Cataractes;QMJHL;C, RW;0;Delson;9/13/2004;19;(C) Power Forward;Right Handed;None;12;14;8;66;66;66;17;9;10;11;10;9;12;6;11;8;11;8;10;9;12;15;3;10;5;11;9;4;4;5;9;3;8;1;1;1;1;1;
12830;Fran ois Lemieux;Canada;---;0;0;0;1312;St. Paul Bantam Canadiens;CABHL;St. Paul Bantam Canadiens;CABHL;C;0;Calgary;8/7/2009;14;(C) Power Forward;Right Handed;None;12;15;20;63;63;63;10;3;11;8;11;5;9;7;9;7;7;10;6;10;8;4;4;9;4;7;6;5;2;3;7;1;7;1;1;1;1;1;
12832;Max Dunn;United States;---;0;0;0;16555;Medicine Hat Tigers;WHL;Medicine Hat Tigers;WHL;RD;0;Hopkins;3/31/2003;20;(D) Rugged;Right Handed;None;18;5;8;33;33;33;14;10;3;10;7;2;8;1;5;7;6;16;9;8;11;13;10;1;2;1;4;2;8;7;5;1;1;1;1;1;1;1;
12833;Ken Moynihan;United States;---;0;0;0;6487;Bloomington Jefferson;HS-MN;Bloomington Jefferson;HS-MN;RW;0;Bloomington;1/29/2008;16;(W) Sniper (Finesse;Left Handed;None;3;19;14;77;77;77;20;1;7;4;13;5;11;6;7;8;6;5;1;7;9;10;1;6;4;2;4;3;1;1;5;3;7;1;1;1;1;1;
12834;Bradyn Naud;Canada;---;0;0;0;7250;Aurora Tigers;OJHL;Aurora Tigers;OJHL;G;0;Oakville;12/25/2007;16;(G) Butterfly style;Left Handed;None;20;1;20;33;33;33;6;15;8;15;8;13;14;1;12;10;15;13;1;8;10;2;1;1;1;1;1;8;10;13;1;7;1;10;9;8;9;9;
12835;Truman Devin;United States;---;0;0;0;1675;Michigan Tech Huskies;WCHA;Michigan Tech Huskies;WCHA;C, RW;0;Plymouth;7/28/2002;21;(C) Power Forward;Right Handed;None;11;14;20;59;59;59;12;13;5;2;6;8;8;10;4;8;5;9;4;7;14;10;1;5;5;4;4;3;1;4;6;2;5;1;1;1;1;1;
12840;Nicklas Stålberg;Sweden;---;0;0;0;1675;Alaska-Anchorage Seawolves;WCHA;Alaska-Anchorage Seawolves;WCHA;LW, C;0;Örebro;2/13/2001;23;(C) Playmaker (Physical);Left Handed;None;11;14;20;22;22;22;12;3;12;17;14;8;12;11;7;7;7;11;7;7;11;13;1;10;5;8;9;6;4;1;6;4;4;1;1;1;1;1;
12842;Giancarlo Brown;Canada;---;0;0;0;4285;Brookfield Elks;NSJB;Brookfield Elks;NSJB;LW;0;Lantz;9/25/2008;15;(W) Playmaker (Physical);Left Handed;None;13;12;20;78;78;78;15;15;4;11;17;12;10;7;6;8;6;14;10;7;7;7;7;5;4;2;7;5;4;6;4;5;2;1;1;1;1;1;
12843;Pete Logan;Canada;---;0;0;0;17780;Portland Winterhawks;WHL;Portland Winterhawks;WHL;C, RW;0;Brandon;12/27/2007;16;(C) Defensive (Physical);Right Handed;None;16;9;20;68;68;68;8;6;4;13;11;11;13;5;13;9;9;15;12;9;12;15;12;6;5;12;8;7;11;10;5;7;5;1;1;1;1;1;
12844;Robbie Santini;United States;---;0;0;0;8555;Yorkton Terriers;SJHL;Yorkton Terriers;SJHL;C;0;Gates Mills;2/8/2005;19;(C) Defensive;Left Handed;None;20;2;12;42;42;42;17;8;2;13;9;10;16;2;18;11;7;7;5;9;7;12;8;4;1;6;4;5;7;9;1;2;3;1;1;1;1;1;
12846;Denver Scott;United States;---;0;0;0;1508;Connecticut Huskies;HE;Connecticut Huskies;HE;LD, RD;0;Indianapolis;11/30/2002;21;(D) Defensive (Physical);Right Handed;None;13;11;20;6;6;6;16;16;4;11;7;5;12;4;13;7;6;11;10;10;12;12;8;5;3;1;4;4;10;7;1;4;2;1;1;1;1;1;
12847;Nicolas Doyle;Canada;---;0;0;0;2702;Halifax McDonald's;NSMHL;Halifax McDonald's;NSMHL;C;0;Halifax;8/16/2008;15;(C) Defensive (Finesse);Right Handed;None;8;15;20;19;19;19;13;4;7;3;9;10;1;9;5;4;10;4;3;7;7;1;4;7;6;6;6;4;5;6;8;4;5;1;1;1;1;1;
12848;Conny Rosén;Sweden;---;0;0;0;26940;Rögle BK;SHL;Rögle BK;SHL;LW, RW;0;Lerum;9/18/2002;21;(W) Grinder;Left Handed;None;15;11;11;51;51;51;14;7;4;9;10;6;6;4;12;11;7;12;12;11;13;12;13;8;4;4;4;7;10;10;7;5;6;1;1;1;1;1;
12849;Pehr Tärnström;Sweden;---;0;0;0;13750;IK Pantern;HockeyAllsvenskan;IK Pantern;HockeyAllsvenskan;C, RW;0;Uppsala;3/30/2001;22;(C) Grinder;Right Handed;None;14;10;20;22;22;22;14;5;5;18;5;12;11;5;14;7;5;16;10;9;11;9;12;6;4;12;2;7;8;9;6;6;4;1;1;1;1;1;
12850;Jayden Bishop;Canada;---;0;0;0;2750;St. John's Junior Capitals;SJJHL;St. John's Junior Capitals;SJJHL;LW, C;0;St. John's;3/2/2008;15;(W) Sniper;Left Handed;None;2;18;19;44;44;44;9;1;8;16;14;8;16;9;16;3;2;1;1;5;1;4;1;6;6;1;6;1;2;1;6;4;5;1;1;1;1;1;
12852;Artyom Gibson;Canada;---;0;0;0;16750;Flint Firebirds;OHL;Flint Firebirds;OHL;RD;0;Etobicoke;6/9/2006;17;(D) Defensive (Physical);Right Handed;None;17;5;15;4;4;4;15;4;5;11;10;6;10;5;9;7;7;11;7;9;11;10;7;1;3;1;1;2;6;7;5;5;1;1;1;1;1;1;
12853;Bastien Levasseur;Canada;---;0;0;0;4062;Jonquière Élites;QMHL;Jonquière Élites;QMHL;LD;0;Charlemagne;3/2/2008;15;(D) Standard;Left Handed;None;17;5;20;2;2;2;18;17;2;3;7;5;7;1;5;6;6;9;4;2;8;7;8;1;3;1;2;5;7;5;1;5;1;1;1;1;1;1;
12857;Travis Jeke;United States;---;0;0;0;4566;Hannover Indians;Oberliga;Hannover Indians;Oberliga;LD, LW;0;Pittsburgh;6/11/1993;30;(W) Power Forward;Left Handed;College;11;14;20;0;0;0;14;11;10;11;8;9;12;10;11;5;5;3;8;4;4;7;5;11;9;3;11;3;5;9;10;4;11;1;1;1;1;1;
12859;Arty Oblak;Slovenia;---;18;1;2;3000;HK Slavija Ljubljana;Elite League;HK Slavija Ljubljana;Elite League;LW, RW;0;Ljubljana;1/4/2001;23;(W) Playmaker;Left Handed;None;6;17;20;29;29;29;9;1;13;10;13;4;4;7;8;7;9;5;2;10;9;8;4;9;9;3;8;6;3;2;7;7;10;1;1;1;1;1;
12861;Blade Jenkins;United States;---;0;0;0;11957;Jonquière Marquis;LNAH;Jonquière Marquis;LNAH;C;0;Jackson;8/11/2000;23;(C) All around;Left Handed;College;10;16;20;0;0;0;9;4;11;8;10;12;10;13;16;20;8;8;2;18;12;9;9;5;4;10;12;9;6;8;7;3;11;1;1;1;1;1;
12863;A.J. Jenks;United States;---;0;0;0;9662;Hvidovre Fighters;Danish First Division;Hvidovre Fighters;Danish First Division;C;0;Detroit;6/27/1990;33;(C) Grinder;Left Handed;Major Junior;14;14;18;22;27;0;13;12;10;9;6;8;7;6;7;7;4;7;5;6;5;9;8;9;4;8;4;4;6;8;4;6;6;1;1;1;1;1;
12864;Brendan Jensen;United States;---;0;0;0;2343;Whitby Dunlops;Allan Cup;Whitby Dunlops;Allan Cup;G;0;---;2/6/1993;31;(G) Hybrid style;Left Handed;Major Junior;20;1;20;37;37;0;15;5;4;4;5;9;4;1;3;5;6;6;1;4;6;11;1;1;1;1;1;5;8;10;1;5;1;8;6;8;4;7;
12865;Agostino Snow;Canada;---;0;0;0;14452;Braehead Clan;Elite League;Braehead Clan;Elite League;LW, RW;0;St. John's;12/28/2002;21;(W) Power Forward;Left Handed;None;12;14;19;12;12;12;16;10;10;20;9;10;19;10;12;8;8;10;6;8;13;16;4;10;5;2;5;6;4;5;7;2;9;1;1;1;1;1;
12866;Mac Hodgins;Canada;---;0;0;0;2712;Kitchener Junior Rangers;Alliance PL;Kitchener Junior Rangers;Alliance PL;C;0;Kitchener;11/19/2008;15;(C) Playmaker;Left Handed;None;8;14;19;55;55;55;10;1;12;2;2;6;9;12;6;5;6;5;2;8;10;5;1;7;8;7;7;10;5;3;4;6;4;1;1;1;1;1;
12867;Matej Simánek;Czech Republic;---;0;0;0;1665;HC Letnany U16;Czech Jr Extraliga U16;HC Letnany U16;Czech Jr Extraliga U16;RW;0;Pacov;8/8/2007;16;(W) Power Forward;Left Handed;None;12;12;18;77;77;77;7;19;8;12;8;13;4;5;7;8;4;9;6;7;6;8;5;9;1;1;4;3;4;5;3;3;7;1;1;1;1;1;
12868;Nick Jensen;United States;---;0;0;0;16842;Rouen Hockey Elite 76;Magnus League;Rouen Hockey Elite 76;Magnus League;LD, RD;0;St. Paul;9/21/1990;33;(D) Offensive;Right Handed;College;13;11;20;0;14;0;14;7;7;6;8;9;9;6;9;9;8;6;6;10;7;9;11;7;6;1;9;11;13;12;8;9;6;1;1;1;1;1;
12870;Jason Miller;United States;---;0;0;0;1865;Northeastern Huskies;HE;Northeastern Huskies;HE;LD;0;Hopkins;3/18/2004;19;(D) Defensive (Physical);Left Handed;None;14;9;20;77;77;77;12;9;2;3;9;6;4;4;8;8;10;18;10;8;15;20;9;2;2;1;5;4;9;7;6;4;3;1;1;1;1;1;
12871;Zak Paré;Canada;---;0;0;0;7247;Powassan Voodoos;NOJHL;Powassan Voodoos;NOJHL;LD;0;Dorion;4/4/2007;16;(D) Offensive;Left Handed;None;11;15;20;77;77;77;16;3;13;11;5;7;10;12;4;12;7;5;2;8;8;6;4;7;8;2;9;7;5;2;5;6;8;1;1;1;1;1;
12872;Carsten Baader;Germany;---;0;0;0;27810;Iserlohn Roosters;DEL;Iserlohn Roosters;DEL;RW;0;Köln;5/9/2002;21;(W) Playmaker;Right Handed;None;6;18;18;13;13;13;12;1;9;7;9;9;5;11;4;12;7;7;1;12;11;7;1;6;8;1;8;8;1;2;2;5;4;1;1;1;1;1;
12873;Mikhail Titov;Russia;---;0;0;0;9878;Altai Barnaul;Pervaya Liga;Altai Barnaul;Pervaya Liga;LW, C, RW;0;Voskresensk;9/27/2001;22;(C) Defensive (Finesse);Left Handed;None;17;13;16;67;67;67;14;2;6;9;10;11;6;4;9;12;10;14;5;16;14;4;12;5;8;10;7;9;12;12;6;9;7;1;1;1;1;1;
12876;Karch Lamoureux;United States;---;0;0;0;1312;St. Louis Amateur Blues U16;USU16E;St. Louis Amateur Blues U16;USU16E;RD;0;Parma;5/23/2008;15;(D) Standard;Left Handed;None;16;8;19;77;77;77;15;12;3;14;6;5;3;3;8;5;4;12;7;7;9;11;8;1;2;2;3;6;7;9;1;4;1;1;1;1;1;1;
12878;Mason Jobst;United States;Czech Republic;0;0;0;6000;HC Tábor;Czech Second League;HC Tábor;Czech Second League;LW;0;Zionsville;2/17/1994;30;(W) Finesse;Left Handed;College;10;14;20;0;0;0;18;3;10;2;8;8;5;10;7;11;7;1;2;10;3;1;5;5;9;1;7;8;5;9;7;7;8;1;1;1;1;1;
12879;Ash Martan;Canada;---;0;0;0;16455;Brandon Wheat Kings;WHL;Brandon Wheat Kings;WHL;LD, RD;0;Ardrossan;7/17/2003;20;(D) Defensive;Left Handed;None;15;10;18;22;22;22;9;7;6;20;8;13;14;4;15;11;9;13;11;9;16;19;14;4;6;1;7;4;13;14;6;6;5;1;1;1;1;1;
12880;Stephen Johns;United States;---;0;0;0;17952;Stavanger Oilers;GET Ligaen;Stavanger Oilers;GET Ligaen;RD;0;Wampum;4/18/1992;31;(D) Rugged;Right Handed;College;15;9;10;2;4;0;16;15;11;13;8;14;11;8;12;9;9;13;18;9;10;16;14;7;6;2;12;11;16;16;8;9;6;1;1;1;1;1;
12881;Adam Johnson;United States;---;0;0;0;15169;Bordeaux GH 2000;Magnus League;Bordeaux GH 2000;Magnus League;LW, C;0;Hibbing;6/22/1994;29;(W) Playmaker;Left Handed;College;10;14;16;0;0;0;12;1;11;10;10;10;11;13;10;8;9;6;5;9;8;6;6;10;11;6;11;9;7;9;8;10;11;1;1;1;1;1;
12882;Ben Johnson;United States;---;0;0;0;7000;Telford Tigers;English Premier League;Telford Tigers;English Premier League;LW, C;0;Calumet;6/7/1994;29;(W) Defensive;Left Handed;Major Junior;9;14;17;12;20;0;9;9;9;7;7;8;10;8;11;10;7;10;7;11;7;9;5;6;6;4;6;9;4;10;7;6;10;1;1;1;1;1;
12884;Dennis Ford;United States;---;0;0;0;15287;Sherbrooke Phoenix;QMJHL;Sherbrooke Phoenix;QMJHL;C;0;Norfolk;3/5/2006;17;(C) Playmaker (Physical);Left Handed;None;10;14;18;21;21;21;6;20;11;19;9;11;15;12;19;7;6;8;5;8;12;4;4;8;3;6;6;5;1;3;7;6;5;1;1;1;1;1;
12885;Jörgen Olsson;Sweden;---;0;0;0;2656;AIK Härnösand;Second Division;AIK Härnösand;Second Division;RW;0;Västerås;1/3/2001;23;(W) Playmaker;Left Handed;None;11;14;20;8;8;8;9;2;8;2;20;9;7;7;7;11;8;7;3;10;14;7;4;9;11;1;9;8;4;1;5;7;8;1;1;1;1;1;
12886;Jakob Jonsson;Sweden;---;0;0;0;13750;Västerviks IK;HockeyAllsvenskan;Västerviks IK;HockeyAllsvenskan;LD, RD;0;Göteborg;7/28/2001;22;(D) Defensive (Physical);Left Handed;None;18;7;16;11;11;11;15;6;5;14;11;7;8;5;12;7;8;14;10;7;8;16;9;3;6;1;3;5;12;12;4;3;3;1;1;1;1;1;
12887;Dwayne Goulet;Canada;---;0;0;0;17965;London Nationals;GOJHL;London Knights;OHL;G;0;Kars;8/25/2004;19;(G) Butterfly style;Left Handed;None;20;1;20;32;32;32;5;9;4;4;1;10;7;1;5;3;16;7;1;4;14;1;1;1;1;1;1;2;3;8;1;4;1;5;6;2;8;6;
12888;Myles Silk;United States;---;0;0;0;17685;Saskatoon Blades;WHL;Saskatoon Blades;WHL;LD, RD;0;Park River;11/13/2006;17;(D) Standard;Right Handed;None;13;13;10;77;77;77;6;17;6;13;11;12;8;7;11;11;11;8;11;11;12;14;10;5;10;1;8;10;8;13;7;7;7;1;1;1;1;1;
12892;Wayland Carle;United States;---;0;0;0;5312;Cloquet;HS-MN;Cloquet;HS-MN;RW;0;Cloquet;4/24/2009;14;(W) Power Forward;Right Handed;None;9;13;17;47;47;47;10;5;8;9;7;12;10;3;5;7;5;4;3;7;6;2;1;8;4;1;4;1;1;2;5;1;5;1;1;1;1;1;
12893;Erik Johnson;United States;---;44;2;6;56965;Kouvolan KooKoo;Liiga;Kouvolan KooKoo;Liiga;RD;0;Bloomington;3/21/1988;35;(D) Pointman (Physical);Right Handed;College;14;14;15;6;6;6;14;12;14;14;12;14;11;12;11;8;8;10;12;8;9;13;14;9;10;2;11;13;13;16;15;11;8;1;1;1;1;1;
12894;Isak Miller;United States;---;0;0;0;4672;Trenton;HS-MI;Trenton;HS-MI;C;0;Trenton;9/15/2006;17;(C) Playmaker (Physical);Left Handed;None;2;18;20;55;55;55;10;13;10;12;9;1;5;10;4;6;7;6;4;6;7;15;1;7;4;7;7;4;1;1;2;3;4;1;1;1;1;1;
12895;Evgeny Nikolayev;Russia;---;0;0;0;15808;Avangard Omsk U17;Russia U17;Avangard Omsk U17;Russia U17;RW;0;Omsk;7/4/2007;16;(W) Playmaker (Physical);Left Handed;None;6;16;20;77;77;77;13;2;14;6;12;9;19;13;13;8;3;3;3;8;5;8;2;7;5;3;9;8;5;2;8;3;4;1;1;1;1;1;
12896;Mikael Svenman;Sweden;---;0;0;0;29885;BIK Karlskoga;HockeyAllsvenskan;BIK Karlskoga;HockeyAllsvenskan;LW, RW;0;Karlshamn;10/23/2002;21;(W) Defensive;Left Handed;None;16;11;18;48;48;48;7;5;5;14;8;13;8;5;10;12;10;13;11;16;14;13;11;8;5;5;8;11;10;10;5;6;7;1;1;1;1;1;
12897;Reggie Savard;Canada;---;0;0;0;7250;Woodstock Slammers;MHL;Woodstock Slammers;MHL;C;0;Trois-Rivières;1/24/2007;17;(C) Finesse;Right Handed;None;15;10;20;51;51;51;6;4;7;6;10;10;4;7;7;12;6;8;6;13;10;4;6;1;6;8;5;8;8;8;1;8;4;1;1;1;1;1;
12900;Gustaf Tenggren;Sweden;---;0;0;0;2562;Little Caesars U16;USU16E;Little Caesars U16;USU16E;LD, LW;0;Hudiksvall;1/9/2007;17;(D) Standard;Right Handed;None;9;12;20;4;4;4;13;16;4;4;7;1;1;11;2;6;4;4;3;8;5;6;5;2;4;1;5;3;3;3;4;6;2;1;1;1;1;1;
12901;Luke Johnson;United States;---;0;0;0;16312;Greenville Swamp Rabbits;ECHL;Greenville Swamp Rabbits;ECHL;C;0;Grand Forks;9/19/1994;29;(C) All around;Right Handed;College;12;13;14;0;27;0;11;9;6;5;8;11;9;6;9;7;7;6;4;7;5;8;6;5;7;11;7;6;4;10;5;7;7;1;1;1;1;1;
12902;Griffin Westby;United States;---;0;0;0;1675;Lake Superior Lakers;WCHA;Lake Superior Lakers;WCHA;C;0;Sault Ste. Marie;5/21/2006;17;(C) All around;Right Handed;None;10;12;20;63;63;63;11;1;3;1;9;4;5;10;7;8;8;4;1;7;9;4;5;7;2;6;9;7;1;5;6;5;7;1;1;1;1;1;
12903;Gábor Budai;Hungary;---;52;0;0;4410;MAC Budapest;MOL;MAC Budapest;MOL;LD, LW;0;Marosvásárhely;7/22/2000;23;(D) Defensive (Physical);Left Handed;None;14;6;20;33;33;33;14;12;1;10;10;10;15;1;18;6;2;12;6;4;5;12;6;1;1;1;1;1;4;5;1;1;1;1;1;1;1;1;
