Id;Name;Club Playing;Club Contracted;Positions Short;Age;Handedness;Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
8124;Alexander Rybakov;Amur Khabarovsk;Amur Khabarovsk;C;35;Left Handed;10;13;7;11;11;11;8;14;8;10;10;10;4;10;8;7;4;11;5;7;12;6;6;8;10;3;9;8;1;1;1;1;1;
8125;Rafi Payette;Thunder Bay North Stars;Thunder Bay North Stars;LW, C;16;Left Handed;11;15;9;9;9;15;7;5;9;1;7;3;8;4;7;8;7;2;6;4;1;8;6;1;1;8;2;6;1;1;1;1;1;
8126;Vin Dean;Nebraska-Omaha Mavericks;Nebraska-Omaha Mavericks;LD;18;Right Handed;11;8;1;7;9;8;11;8;11;7;6;2;9;1;6;13;13;3;2;1;1;4;1;1;2;3;1;1;1;1;1;1;1;
8127;Yegor Rykov;Spartak Moscow;Spartak Moscow;LD, RD;23;Left Handed;29;15;6;8;7;7;8;11;8;11;9;8;12;9;9;11;13;10;4;10;1;9;9;9;11;10;3;6;1;1;1;1;1;
8128;Yakov Rylov;Dynamo St. Petersburg;Dynamo St. Petersburg;LD;35;Left Handed;36;14;13;9;8;6;11;12;10;12;8;8;10;11;8;8;7;10;7;10;1;10;9;10;12;11;7;8;1;1;1;1;1;
8129;Pavel Ryzhenkov;Slavutich Smolensk;Slavutich Smolensk;RD;22;Right Handed;0;11;14;3;6;7;9;13;3;8;8;9;13;8;8;10;16;11;4;5;3;4;7;8;9;3;3;1;1;1;1;1;1;
8132;Alexander Samoilov;Toros Neftekamsk;Toros Neftekamsk;G;23;Left Handed;0;17;10;7;9;3;12;14;1;14;8;16;15;1;4;9;5;1;1;1;1;1;5;8;13;1;6;1;11;10;7;6;10;
8133;Ilya Samsonov;Calgary Flames;Calgary Flames;G;23;Left Handed;0;15;4;12;13;14;8;15;1;15;11;12;13;1;12;14;16;1;1;1;1;1;12;12;14;1;10;1;14;15;13;13;13;
8134;Mickael Crémieu;Caen Espoirs;Caen Espoirs;RD;19;Right Handed;7;14;4;1;1;7;9;11;1;8;6;4;13;5;7;9;8;9;1;4;1;3;3;8;7;1;1;1;1;1;1;1;1;
8136;Filipp Savchenko;Ermak Angarsk;Ermak Angarsk;LW;28;Right Handed;0;15;7;15;14;13;11;14;13;9;11;10;7;4;10;11;5;6;7;7;5;9;11;6;7;5;6;9;1;1;1;1;1;
8138;Jakiv Ostroushko;Donbass Donetsk;Donbass Donetsk;LW;17;Right Handed;38;11;4;14;13;2;8;5;8;9;13;7;10;2;10;15;7;3;9;7;2;9;3;3;3;9;9;8;1;1;1;1;1;
8139;Nikita Scherbak;Montreal Canadiens;Montreal Canadiens;RW;24;Left Handed;17;14;10;11;8;14;5;8;11;9;11;15;10;8;11;10;11;14;12;17;9;17;17;10;12;12;15;14;1;1;1;1;1;
8141;Jakob Österberg;Oshawa Generals;Oshawa Generals;LW;17;Left Handed;65;14;6;11;8;7;12;8;11;7;8;9;9;7;9;14;9;6;10;5;2;8;6;1;5;5;1;9;1;1;1;1;1;
8142;Vyacheslav Seluyanov;Buran Voronezh;Buran Voronezh;LD, RD;33;Left Handed;44;11;8;6;12;5;10;10;7;11;10;6;9;7;11;13;4;9;4;4;3;6;7;9;12;6;6;5;1;1;1;1;1;
8144;Kazuma Otaka;Shattuck-St. Mary's U16;Shattuck-St. Mary's U16;LD, RD;15;Right Handed;3;9;19;4;6;6;5;19;3;15;6;6;5;8;5;4;8;3;1;1;1;1;2;7;6;4;2;1;1;1;1;1;1;
8145;Garrison Greenberg;Michigan State Spartans;Michigan State Spartans;LW, RW;18;Left Handed;88;12;6;9;17;8;9;13;4;14;7;5;6;8;10;14;11;4;10;6;1;7;3;2;2;4;1;9;1;1;1;1;1;
8146;Sergei Sentyurin;SKA-Neva St. Petersburg;SKA-Neva St. Petersburg;LW;33;Right Handed;24;11;11;10;11;9;10;7;9;8;9;9;4;8;8;10;9;7;9;9;3;7;6;6;8;11;7;13;1;1;1;1;1;
8147;Nikita Serebryakov;Severstal Cherepovets;Severstal Cherepovets;G;24;Left Handed;0;13;8;9;13;6;10;12;1;13;11;13;12;1;11;13;10;1;1;1;1;1;7;9;13;1;7;1;11;10;10;7;11;
8148;Mikhail Sergachev;Winnipeg Jets;Winnipeg Jets;LD, RD;22;Left Handed;0;16;1;13;17;5;16;19;13;15;20;13;9;7;19;19;9;9;11;12;8;16;15;11;8;12;14;15;1;1;1;1;1;
8149;Dmitri Sergeev;HC Sochi;HC Sochi;LD;24;Left Handed;81;7;10;7;7;8;6;9;7;8;9;8;8;13;10;9;13;11;5;8;3;9;13;11;11;10;8;5;1;1;1;1;1;
8150;Artyom Sergeyev;THK Tver;THK Tver;LD;27;Left Handed;7;9;12;10;7;10;7;6;7;7;9;9;11;13;9;12;12;9;6;7;3;7;11;8;12;11;6;8;1;1;1;1;1;
8151;Auston Kemp;RIT Tigers;RIT Tigers;RW;18;Right Handed;57;13;3;1;2;10;3;3;1;3;10;5;7;3;10;11;10;6;3;3;1;2;5;6;6;3;2;3;1;1;1;1;1;
8152;Nikita Setdikov;Saryarka Karaganda;Saryarka Karaganda;LW, RW;25;Left Handed;0;9;12;7;10;11;10;9;10;8;10;9;6;7;10;9;7;7;13;7;4;8;8;7;7;10;7;1;1;1;1;1;1;
8153;Alexander Sevostyanov;Buran Voronezh;Buran Voronezh;LD, RD;22;Right Handed;0;9;13;2;13;3;8;15;2;12;9;7;18;9;8;13;15;13;2;2;2;4;6;10;12;3;2;2;1;1;1;1;1;
8155;Daniil Shabarov;Ermak Angarsk;Ermak Angarsk;LW;22;Left Handed;0;12;3;12;9;8;7;13;15;13;13;7;7;2;13;16;8;3;8;10;1;9;4;2;2;13;5;11;1;1;1;1;1;
8159;Maxim Shalunov;Arizona Coyotes;Arizona Coyotes;C, RW;27;Left Handed;0;14;2;6;13;13;14;12;13;12;12;12;11;12;12;13;12;10;16;15;8;13;12;10;13;13;14;14;1;1;1;1;1;
8160;Ilya Sharipov;Bietigheim Steelers;Iserlohn Roosters;G;25;Left Handed;0;12;6;9;9;8;6;6;1;6;4;7;9;1;8;11;5;1;1;1;1;1;4;5;10;1;5;1;9;8;8;7;8;
8161;Damir Sharipzyanov;Los Angeles Kings;Los Angeles Kings;LD, RD;24;Left Handed;34;14;16;12;14;6;12;13;12;14;10;9;13;15;11;12;16;14;6;8;2;9;9;10;15;12;6;6;1;1;1;1;1;
8162;Alexander Sharov;CSKA Moscow;CSKA Moscow;LW, C, RW;24;Left Handed;0;16;4;11;9;9;8;11;10;12;12;13;8;5;11;11;12;10;12;8;13;15;10;7;10;12;7;13;1;1;1;1;1;
8163;Roman Antonenko;Reaktor Nizhnekamsk;Neftekhimik Nizhnekamsk;LW;17;Left Handed;78;8;15;1;14;6;7;10;4;9;8;8;8;7;8;8;9;10;6;4;1;5;6;6;6;5;3;5;1;1;1;1;1;
8164;Alexander Sharychenkov;Lada Togliatti;Lada Togliatti;G;28;Left Handed;0;11;7;8;7;6;9;7;1;7;9;13;14;1;9;9;13;1;1;1;1;1;8;13;13;1;8;1;10;10;9;9;9;
8165;Kraig Weber;Ottawa 67s;Ottawa 67s;LW, C;16;Left Handed;52;5;11;6;12;9;8;8;7;13;10;6;7;5;8;9;7;4;7;6;8;7;3;2;2;4;3;6;1;1;1;1;1;
8166;Nikita Shatsky;Ak Bars Kazan;Ak Bars Kazan;C, RW;25;Left Handed;0;11;4;11;9;8;8;13;13;16;10;11;9;8;10;9;8;10;13;11;9;11;10;10;12;12;11;12;1;1;1;1;1;
8168;Alexander Shchemerov;CSKA Moscow;CSKA Moscow;RD;23;Right Handed;0;14;10;10;9;14;10;12;11;13;13;11;12;4;13;14;10;10;8;9;5;13;16;9;6;13;10;13;1;1;1;1;1;
8169;Kirill Shchukin;Dynamo St. Petersburg;Dynamo St. Petersburg;LD, RD;24;Left Handed;0;20;12;8;14;4;14;5;11;11;10;9;13;14;10;8;13;13;5;8;4;8;12;10;15;12;7;6;1;1;1;1;1;
8170;Roman Piragic;KHL Mladost Zagreb Jrs;KHL Mladost Zagreb Jrs;G;15;Left Handed;32;12;1;5;10;1;13;7;1;13;4;9;9;1;1;8;1;1;1;1;1;1;4;6;8;1;4;1;6;7;3;5;4;
8171;Anton Shenfeld;Metallurg Novokuznetsk;Metallurg Novokuznetsk;LW, RW;27;Left Handed;0;14;6;14;10;13;14;12;15;12;11;11;9;8;11;11;7;8;12;13;7;14;16;9;10;9;12;13;1;1;1;1;1;
8172;Nikolas Lohtander;Espoon Blues C-Jrs;Espoon Blues C-Jrs;C;15;Left Handed;34;8;7;3;15;2;12;13;3;15;5;6;7;4;7;8;8;7;2;1;6;4;5;6;7;3;4;5;1;1;1;1;1;
8173;Igor Shestyorkin;Torpedo Nizhny Novgorod;Torpedo Nizhny Novgorod;G;24;Left Handed;0;13;7;6;4;6;12;9;1;10;10;12;11;1;9;9;6;1;1;1;1;1;7;8;13;1;7;1;11;12;11;11;15;
8174;Alexander Shevchenko;HK Rostov;HK Rostov;LW;28;Left Handed;88;12;8;11;8;12;11;10;11;10;10;10;8;12;9;10;11;7;10;8;7;8;6;6;9;9;7;11;1;1;1;1;1;
8175;Vyacheslav Shevchenko;Vityaz Moscow Oblast;Vityaz Moscow Oblast;LW, C;22;Left Handed;0;20;3;14;9;7;8;8;16;8;12;7;8;2;11;16;7;6;7;14;2;11;7;7;7;9;11;9;1;1;1;1;1;
8176;Jon Hill;Kitchener Rangers;Kitchener Rangers;C, RW;17;Right Handed;12;10;8;12;13;9;10;12;11;11;14;9;5;5;12;12;4;7;6;12;8;10;7;4;7;7;9;9;1;1;1;1;1;
8177;Todd Fritsche;Lindenwood University;Lindenwood University;RD;18;Right Handed;33;13;2;2;7;8;11;13;3;11;9;12;11;9;8;12;10;7;4;5;1;5;3;6;8;2;2;2;1;1;1;1;1;
8178;Vadim Shipachyov;SKA Saint-Petersburg;SKA Saint-Petersburg;C;33;Left Handed;83;6;9;15;6;15;14;14;16;14;12;11;10;13;13;12;10;13;11;14;16;12;17;11;12;11;14;14;1;1;1;1;1;
8179;Eric Vance;Salem State Vikings;Salem State Vikings;LD, RD;17;Left Handed;6;14;14;4;6;5;7;1;3;5;7;6;14;9;8;12;13;5;3;1;1;1;2;6;8;3;1;1;1;1;1;1;1;
8180;Sergei Shirokov;Vityaz Moscow Oblast;Vityaz Moscow Oblast;LW, C, RW;34;Right Handed;52;13;8;10;7;14;7;8;10;8;9;8;7;7;10;11;6;5;7;9;3;10;11;5;8;9;11;12;1;1;1;1;1;
8181;Travis Cornell;Dallas Storm;Dallas Storm;G;13;Left Handed;1;8;14;3;12;11;8;8;1;7;5;9;8;1;4;9;1;1;1;1;1;1;4;5;8;1;5;1;8;7;5;3;8;
8183;Sergei Shmelyov;Boston Bruins;Boston Bruins;LW, RW;27;Left Handed;0;6;6;18;12;15;16;12;13;14;12;12;9;8;13;12;7;8;9;18;10;15;13;8;10;7;16;14;1;1;1;1;1;
8185;Dmitri Shulenin;Torpedo Nizhny Novgorod;Torpedo Nizhny Novgorod;LD, RD;24;Right Handed;0;6;5;7;4;9;14;13;7;13;10;9;12;5;10;10;14;13;6;8;5;8;8;15;15;7;8;7;1;1;1;1;1;
8186;Sergei Shumakov;Sibir Novosibirsk Oblast;Sibir Novosibirsk Oblast;LW, RW;28;Left Handed;0;9;9;14;10;14;14;12;14;14;13;13;10;12;13;12;12;10;14;13;6;12;11;9;11;9;13;10;1;1;1;1;1;
8188;Denis Shurakov;Dynamo Moscow;Dynamo Moscow;LW, RW;25;Left Handed;0;11;4;10;4;14;12;13;16;14;13;13;9;8;13;13;6;7;8;9;8;9;18;8;9;12;17;12;1;1;1;1;1;
8189;Alexander Shurygin;Dynamo Balashikha;Dynamo Balashikha;RD;22;Left Handed;0;6;11;7;18;10;13;18;7;12;9;8;6;4;6;7;9;6;4;6;3;6;9;6;6;2;4;4;1;1;1;1;1;
8190;Yuri Shustrov;CSA Steaua Bucuresti;CSA Steaua Bucuresti;C;23;Left Handed;0;13;7;1;8;9;10;10;2;3;6;10;6;3;7;9;11;9;5;2;6;5;8;5;8;3;4;5;1;1;1;1;1;
8191;Artyom Shvets-Rogovoy;Vityaz Moscow Oblast;Vityaz Moscow Oblast;C;25;Left Handed;0;12;12;15;8;11;13;7;12;7;10;10;9;8;10;9;10;10;12;11;15;9;12;7;11;11;11;10;1;1;1;1;1;
8192;Igor Shvyryov;Yuzhny Ural Orsk;Yuzhny Ural Orsk;LW, C, RW;22;Left Handed;0;12;7;6;2;15;2;9;9;8;10;8;7;4;11;11;7;4;9;9;5;8;9;5;3;5;7;7;1;1;1;1;1;
8193;Marty Hansen;Philadelphia Junior Flyers U16;Philadelphia Junior Flyers U16;LW;15;Left Handed;36;13;2;11;16;6;10;18;11;15;6;9;9;8;9;8;8;7;9;5;1;5;4;4;2;7;6;7;1;1;1;1;1;
8194;Maxim Sidorov;SKA-Neva St. Petersburg;SKA-Neva St. Petersburg;G;24;Left Handed;0;14;4;1;17;9;13;8;1;4;4;8;12;1;6;8;9;1;1;1;1;1;4;7;11;1;6;1;8;6;5;4;9;
8195;Mikhail Sidorov;Florida Panthers;Florida Panthers;RD;23;Right Handed;0;14;4;10;9;13;13;12;10;14;11;12;9;7;14;12;15;7;9;11;3;15;16;11;9;11;13;14;1;1;1;1;1;
8196;Keoni Tate;Springfield Junior Blues;Springfield Junior Blues;RW;17;Right Handed;70;6;1;1;7;9;10;5;9;7;11;7;5;1;12;10;10;5;7;5;1;5;7;4;4;4;2;9;1;1;1;1;1;
8197;Andrei Sigaryov;Admiral Vladivostok;Admiral Vladivostok;LW, C, RW;27;Left Handed;0;14;6;13;11;12;13;18;12;14;12;12;10;8;11;13;12;8;8;13;4;12;9;7;9;7;14;12;1;1;1;1;1;
8198;Vladislav Sikorsky;Lokomotiv Yaroslavl;Lokomotiv Yaroslavl;LW, RW;22;Left Handed;0;7;3;6;7;5;6;7;6;8;11;5;7;5;14;10;4;6;8;9;5;8;9;7;7;5;9;8;1;1;1;1;1;
8199;Ivan Silayev;Torpedo Nizhny Novgorod;Torpedo Nizhny Novgorod;LW, C;24;Left Handed;0;10;8;5;13;9;1;15;5;12;11;7;6;7;7;4;18;8;6;4;7;4;6;6;7;3;6;5;1;1;1;1;1;
8200;Jacob Reynolds;Kingston Voyageurs;Kingston Voyageurs;LD, RD;18;Left Handed;11;13;3;9;11;6;11;6;10;11;7;6;8;9;9;10;13;6;1;5;2;4;1;6;5;5;4;3;1;1;1;1;1;
8201;Dmitry Sinitsyn;SKA Saint-Petersburg;SKA Saint-Petersburg;LD;26;Left Handed;20;12;12;13;10;8;10;13;13;12;10;10;13;6;10;14;13;7;5;8;1;9;10;6;10;8;7;8;1;1;1;1;1;
8202;Joseph Yeo;Superior Eagles;Superior Eagles;LD, LW;15;Left Handed;7;11;15;12;12;1;11;10;10;9;8;4;4;4;7;5;4;4;4;4;1;4;6;4;5;3;2;3;1;1;1;1;1;
8203;Nikolai Skladnichenko;Boston Bruins;Boston Bruins;LW, C;26;Left Handed;0;8;6;13;13;13;15;16;14;14;14;13;10;12;15;14;13;12;9;12;17;12;16;10;12;13;12;15;1;1;1;1;1;
8204;Andrei Skovronsky;HK Bled;HK Bled;G;22;Left Handed;0;11;5;2;6;10;10;7;1;5;6;13;8;1;4;9;2;1;1;1;1;1;5;8;12;1;5;1;9;6;5;5;7;
8205;Pavel Skumatov;HK Rostov;HK Rostov;RW;23;Right Handed;12;6;5;16;5;6;9;18;13;12;9;10;8;2;12;10;6;4;6;12;3;9;5;3;4;6;8;10;1;1;1;1;1;
8206;Mark Skutar;Vityaz Moscow Oblast;Vityaz Moscow Oblast;LD, RD;26;Left Handed;0;11;13;8;11;6;14;12;7;13;9;7;10;11;10;11;10;12;6;5;3;6;4;8;11;9;3;6;1;1;1;1;1;
8207;Kirill Slepets;Metallurg Magnitogorsk;Metallurg Magnitogorsk;LW, RW;21;Left Handed;0;6;6;10;5;14;10;13;9;13;14;9;8;6;17;17;6;2;10;8;1;8;4;2;5;6;9;11;1;1;1;1;1;
8208;Alexey Sleptsov;Altai Barnaul;Altai Barnaul;RD;24;Right Handed;2;2;4;2;1;8;4;5;3;3;8;4;6;4;7;4;6;8;2;4;1;4;8;7;10;2;5;5;1;1;1;1;1;
8209;Anton Slepyshev;SKA Saint-Petersburg;SKA Saint-Petersburg;LW, RW;26;Right Handed;42;13;7;13;9;16;14;12;15;12;13;14;13;9;14;13;10;11;9;17;7;11;11;13;11;9;15;11;1;1;1;1;1;
8211;Jacques Hinote;Michigan State Spartans;Michigan State Spartans;RW;17;Right Handed;62;12;5;3;1;9;1;8;9;5;6;6;7;4;8;11;6;4;3;3;1;3;5;2;5;3;3;4;1;1;1;1;1;
8212;Denis Smirnov;HK Rostov;HK Rostov;LW;23;Left Handed;0;5;8;12;11;10;5;4;11;8;10;9;6;4;11;9;3;3;7;11;2;11;9;6;4;5;12;9;1;1;1;1;1;
8214;Mikhail Smolin;Yunost Kharkov;Yunost Kharkov;RW;23;Left Handed;0;9;4;14;4;15;8;8;13;3;8;6;6;3;10;8;5;5;10;10;3;9;3;4;4;8;4;11;1;1;1;1;1;
8215;Vyacheslav Shtefan;Yunost Karaganda U18;Yunost Karaganda U18;RW;18;Right Handed;77;13;16;11;8;4;10;12;12;10;4;1;5;5;7;10;15;1;4;1;1;5;7;1;1;2;1;3;1;1;1;1;1;
8216;Dmitri Sokolov;Minnesota Wild;Minnesota Wild;LW, C;22;Left Handed;31;13;8;8;7;17;4;7;11;6;13;14;15;11;12;10;9;10;15;18;16;15;15;10;9;10;17;11;1;1;1;1;1;
8218;Nate Gerlach;Lincoln Stars;Lincoln Stars;RD;16;Right Handed;4;11;9;4;4;11;12;11;5;5;8;3;11;4;9;11;10;4;1;4;2;2;8;1;2;3;4;1;1;1;1;1;1;
8219;Alexei Solovyev;Khimik Voskresensk;Khimik Voskresensk;LD, RD;26;Left Handed;0;8;11;3;8;6;9;7;3;5;9;8;14;11;6;9;11;9;3;3;1;7;5;9;10;5;1;2;1;1;1;1;1;
8220;Charles Carpenter;Surrey Eagles;Surrey Eagles;RW;16;Right Handed;77;14;12;3;8;2;6;6;3;11;9;4;13;7;7;13;7;7;3;1;3;1;6;6;8;4;4;4;1;1;1;1;1;
8221;Boris Zaitsev;Dynamo St. Petersburg U17;Dynamo St. Petersburg U17;G;16;Left Handed;1;13;2;5;8;11;14;9;1;11;3;11;5;1;6;4;2;1;1;1;1;1;4;5;6;1;4;1;6;7;3;3;6;
8222;Ilya Sorokin;Pittsburgh Penguins;Pittsburgh Penguins;G;25;Left Handed;0;12;8;13;14;9;16;13;1;16;14;17;13;1;14;16;10;1;1;1;1;1;10;10;17;1;9;1;14;15;13;14;16;
8223;Nikita Soshnikov;Detroit Red Wings;Detroit Red Wings;RW;26;Left Handed;90;13;10;11;8;14;9;13;13;13;15;16;12;16;14;13;8;15;14;12;6;14;12;12;11;11;13;12;1;1;1;1;1;
8224;Nikita Soshnin;Admiral Vladivostok;Admiral Vladivostok;LW;23;Left Handed;29;14;6;11;6;12;9;12;11;13;11;11;8;7;13;13;6;7;6;11;3;10;7;7;6;6;12;10;1;1;1;1;1;
8225;Hubie Lowney;RIT Tigers;RIT Tigers;G;18;Right Handed;36;13;2;5;4;1;12;4;1;7;3;9;12;1;1;9;2;1;1;1;1;1;5;7;7;1;4;1;9;5;4;2;6;
8226;Kirill Starkov;Herlev Eagles;Herlev Eagles;LW, RW;33;Left Handed;0;16;5;12;6;17;4;6;9;6;9;6;8;4;10;6;8;4;2;14;4;11;6;3;6;6;13;11;1;1;1;1;1;
8227;Denis Stasyuk;Dynamo St. Petersburg;Dynamo St. Petersburg;LW, C, RW;35;Left Handed;55;11;7;9;8;13;11;8;8;11;7;5;7;4;7;7;7;7;2;5;11;12;8;5;7;3;6;9;1;1;1;1;1;
8229;Gennady Stolyarov;Severstal Cherepovets;Severstal Cherepovets;LW, C, RW;34;Left Handed;21;13;13;12;9;11;12;12;10;12;11;9;8;11;10;10;14;10;10;7;5;9;9;11;11;9;9;11;1;1;1;1;1;
8230;Alexander Streltsov;Spartak Moscow;Spartak Moscow;RW;30;Left Handed;0;13;7;14;7;13;9;8;10;13;13;11;13;7;14;13;9;9;13;15;7;14;9;8;10;13;14;14;1;1;1;1;1;
8231;Vasily Streltsov;Avtomobilist Ekaterinburg;Avtomobilist Ekaterinburg;C;30;Left Handed;0;7;14;12;11;13;12;12;12;12;10;10;10;10;11;10;11;14;11;10;16;13;15;13;16;9;11;11;1;1;1;1;1;
8232;Cason Mancini;Mississauga Chargers;Mississauga Chargers;LW;18;Left Handed;70;8;1;6;10;7;5;7;7;9;7;3;10;7;7;12;10;9;5;1;1;2;4;4;3;3;6;4;1;1;1;1;1;
8233;Alexander Sudnitsin;Avangard Omsk Oblast;Avangard Omsk Oblast;G;32;Left Handed;0;13;3;11;8;8;15;11;1;12;13;13;12;1;15;15;9;1;1;1;1;1;9;10;16;1;9;1;13;14;11;13;13;
8234;Vladislav Sukhachyov;Anaheim Ducks;Anaheim Ducks;G;22;Left Handed;0;15;7;7;11;6;12;11;1;16;8;19;14;1;14;14;17;1;1;1;1;1;12;13;17;1;8;1;14;16;7;14;10;
8236;Ramil Suleymanov;Chelmet Chelyabinsk;Chelmet Chelyabinsk;LW;24;Right Handed;0;19;1;11;10;9;5;7;13;9;10;7;6;3;5;8;9;3;12;11;4;12;3;2;3;11;5;12;1;1;1;1;1;
8237;Timur Sulteyev;Ermak Angarsk;Ermak Angarsk;RD;23;Left Handed;0;10;1;7;16;9;7;12;7;8;15;11;7;2;9;8;5;2;4;5;2;8;7;5;3;5;8;8;1;1;1;1;1;
8238;Andrei Svechnikov;Carolina Hurricanes;Carolina Hurricanes;LW, RW;20;Left Handed;0;13;1;14;12;14;9;11;10;12;14;7;8;8;16;11;9;5;15;17;6;16;8;4;5;17;16;17;1;1;1;1;1;
8239;Evgeny Svechnikov;Carolina Hurricanes;Carolina Hurricanes;LW, RW;23;Left Handed;26;13;9;11;9;12;12;9;11;12;13;13;13;9;13;10;15;7;9;14;5;10;9;7;4;8;10;9;1;1;1;1;1;
8240;Andrei Svetlakov;St. John's IceCaps;Montreal Canadiens;LW, C, RW;24;Left Handed;0;9;11;12;11;11;12;13;10;13;9;9;8;10;9;10;9;12;8;8;15;12;13;10;14;6;7;10;1;1;1;1;1;
8241;Cedric Dube;Soo Thunderbirds;Soo Thunderbirds;G;16;Left Handed;37;16;6;5;15;10;11;12;1;8;7;11;10;1;4;9;5;1;1;1;1;1;5;8;6;1;5;1;8;7;1;10;8;
8243;Vladislav Syomin;Füchse Duisburg;Füchse Duisburg;LD;22;Left Handed;0;13;15;5;20;1;13;17;3;18;8;7;11;12;13;13;15;10;2;5;2;3;2;3;10;4;2;2;1;1;1;1;1;
8246;Vladimir Tarasenko;St. Louis Blues;St. Louis Blues;RW;28;Left Handed;91;18;8;20;11;20;18;14;18;14;16;16;15;7;16;15;16;13;16;19;8;13;16;16;14;15;18;20;1;1;1;1;1;
8247;Alexander Tarasov;HK Gomel;HK Gomel;LD, RD;29;Left Handed;0;7;15;4;7;10;9;12;4;12;6;7;14;8;7;12;12;6;4;3;1;4;3;5;8;5;4;4;1;1;1;1;1;
8248;Daniil Tarasov;Avtomobilist Ekaterinburg;Avtomobilist Ekaterinburg;RW;29;Left Handed;19;14;7;14;7;13;13;11;13;11;14;14;13;7;14;8;13;8;12;13;7;12;10;8;12;11;13;11;1;1;1;1;1;
8250;Kristian Koval;MHC Mountfield Martin Jr.;MHC Mountfield Martin Jr.;C;18;Left Handed;56;16;1;7;3;8;5;1;11;1;10;5;6;2;8;6;10;1;4;3;8;4;7;2;1;1;5;2;1;1;1;1;1;
8251;Aaron Christensen;Central Penn Midget Panthers U16;Central Penn Midget Panthers U16;LW, C;16;Right Handed;50;11;7;13;8;11;13;11;12;6;7;9;5;5;7;10;7;4;7;4;1;5;7;3;1;4;6;5;1;1;1;1;1;
8253;Ivan Telegin;CSKA Moscow;CSKA Moscow;LW, C, RW;28;Left Handed;22;16;7;13;17;13;14;17;11;18;13;13;14;8;14;14;15;10;12;13;13;12;12;11;13;12;13;16;1;1;1;1;1;
8255;Sergei Tereshchenko;Sibir Novosibirsk Oblast;Sibir Novosibirsk Oblast;LD, RD;28;Right Handed;0;15;11;12;9;10;12;11;12;11;10;8;10;9;10;11;10;11;3;4;2;9;11;9;13;13;9;9;1;1;1;1;1;
8256;Voldy Lachance;Toronto Jr Canadiens;Toronto Jr Canadiens;G;17;Left Handed;34;13;1;4;7;7;12;18;1;15;4;13;6;1;1;10;9;1;1;1;1;1;2;7;6;1;2;1;5;9;2;5;5;
8257;Dillan Brodzinski;LA Selects U18;LA Selects U18;LW, C;17;Left Handed;48;16;10;10;4;6;10;17;11;18;8;4;5;9;7;10;10;3;11;4;7;7;2;2;3;7;2;6;1;1;1;1;1;
8258;Yorick Matteau;Châteauguay Grenadiers;Châteauguay Grenadiers;C;15;Left Handed;69;9;1;13;5;3;9;7;13;5;7;8;5;1;9;5;4;1;8;8;8;7;5;4;2;3;5;7;1;1;1;1;1;
8259;Roman Teslyuk;Torpedo Ust-Kamenogorsk;Torpedo Ust-Kamenogorsk;RD;34;Right Handed;2;10;12;8;9;13;10;10;8;7;12;10;9;8;10;9;11;10;4;5;2;7;7;6;12;8;4;5;1;1;1;1;1;
8260;Ivan Teterin;Salavat Yulaev Ufa;Salavat Yulaev Ufa;LD, RD;24;Left Handed;0;12;15;8;13;6;14;13;8;13;10;9;12;17;10;11;11;16;9;8;2;8;7;14;16;12;8;9;1;1;1;1;1;
8261;Patrizio Wirth;HC Bolzano Foxes Jrs;HC Bolzano Foxes Jrs;LD;19;Right Handed;22;13;13;4;5;4;6;7;4;3;7;3;3;2;7;12;11;5;4;7;1;6;3;2;4;2;1;3;1;1;1;1;1;
8262;Andrei Tikhomirov;Hockey Milano Rossoblu;Hockey Milano Rossoblu;G;25;Left Handed;0;15;6;8;5;8;4;5;1;7;6;12;9;1;10;12;9;1;1;1;1;1;6;7;13;1;8;1;10;10;7;13;12;
8263;Viktor Tikhonov;Yugra Khanty-Mansiysk;Yugra Khanty-Mansiysk;C, RW;32;Right Handed;14;12;12;10;10;13;9;12;12;14;11;10;9;9;12;12;10;8;7;11;10;10;12;8;12;9;11;12;1;1;1;1;1;
8264;Nikolai Timashov;Vityaz Moscow Oblast;Vityaz Moscow Oblast;LD, RD;26;Left Handed;7;13;6;9;3;11;7;9;11;8;9;8;7;5;9;9;4;7;5;7;1;9;10;9;9;9;8;7;1;1;1;1;1;
8266;Evgeny Timkin;Spartak Moscow;Spartak Moscow;RW;30;Left Handed;32;14;13;6;11;12;8;8;6;4;9;10;9;11;9;11;13;10;11;11;4;8;3;7;9;8;9;10;1;1;1;1;1;
8269;Tyson Ausmus;Mercyhurst Lakers;Mercyhurst Lakers;LW;18;Right Handed;34;13;16;11;5;16;1;1;9;4;6;8;5;2;6;8;5;1;5;4;1;5;3;1;1;5;2;6;1;1;1;1;1;
8270;Vladimir Tkachev;Stockton Heat;Calgary Flames;LW;24;Right Handed;0;15;6;13;7;17;12;14;16;13;15;15;10;6;14;14;7;8;9;18;7;15;16;7;8;10;16;14;1;1;1;1;1;
8271;Pavel Tkachkov;Dunarea Galati;Dunarea Galati;LW;21;Left Handed;0;10;2;12;6;11;4;7;9;11;8;6;6;3;3;8;7;2;8;10;3;9;3;3;1;11;5;10;1;1;1;1;1;
