Id;Name;Nation;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Birth Town;Date Of Birth;Age;Handedness;Junior Preference;Morale;Squad Number;Determination;Goaltender;Left Defense;Right Defense;Left Wing;Center;Right Wing;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Fighting;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
12707;Hynek Kudrna;Czech Republic;16331;Bílí Tygri Liberec;Czech Extraliga;Bílí Tygri Liberec;Czech Extraliga;LD;Macomb;9/24/2001;18;Left Handed;None;20;3;14;1;20;12;1;1;1;3;10;12;6;10;12;12;11;12;5;7;2;3;11;10;14;5;7;10;3;10;12;4;5;5;6;6;1;1;1;1;1;
12708;Brad Barry;United States;7250;Merritt Centennials;BCHL;Merritt Centennials;BCHL;RW;Spokane;9/3/2003;16;Right Handed;None;20;67;5;1;1;1;12;1;20;2;1;2;6;7;3;1;7;5;3;8;1;5;8;7;8;8;4;5;1;2;6;9;9;2;5;6;1;1;1;1;1;
12709;Michael Houser;United States;12457;Ritten Sport Hockey AS;Alps League;Ritten Sport Hockey AS;Alps League;G;Boston;9/13/1992;27;Left Handed;Major Junior;20;29;9;20;1;1;1;1;1;3;12;13;11;8;6;1;10;5;9;8;3;1;5;12;14;1;1;1;1;1;11;11;14;1;8;1;12;13;10;10;12;
12712;Jimmy Howard;United States;85820;Washington Capitals;NHL;Washington Capitals;NHL;G;Syracuse;3/26/1984;35;Left Handed;College;7;35;14;20;1;1;1;1;1;7;12;11;12;11;12;1;13;11;13;13;4;1;10;13;13;1;1;1;1;1;10;11;15;1;11;1;13;14;15;14;13;
12716;Vítezslav Kousalík;Czech Republic;5888;IHC KOMTERM Písek;Czech Second League;IHC KOMTERM Písek;Czech Second League;LW;Hlucín;8/24/2001;18;Left Handed;None;18;52;10;1;1;1;20;9;12;2;10;1;2;7;2;9;2;12;6;5;1;1;7;12;3;2;2;6;1;7;2;3;1;6;7;4;1;1;1;1;1;
12717;Keeghan Howdeshell;United States;1675;Northern Michigan Wildcats;WCHA;Northern Michigan Wildcats;WCHA;LW;Brighton;2/24/1998;22;Left Handed;None;19;0;11;1;1;1;20;9;12;10;1;3;10;7;7;3;6;8;5;5;2;5;9;8;13;8;3;4;3;3;7;7;7;3;3;6;1;1;1;1;1;
12720;Pierre Derepper;France;11312;Dijon CPH;Magnus League;Dijon CPH;Magnus League;LW, C, RW;Saint-Malo;2/18/2001;19;Right Handed;None;15;47;14;1;1;1;18;20;19;7;5;11;3;9;8;5;7;12;9;13;9;10;9;10;12;11;6;6;7;5;7;10;8;6;7;8;1;1;1;1;1;
12723;Tristan van Riemsdyk;United States;5312;Duluth East;HS-MN;Duluth East;HS-MN;LW, RW;Plymouth;10/28/2003;16;Left Handed;None;1;21;19;1;1;1;20;9;16;1;10;14;4;10;9;9;14;6;5;7;1;1;11;6;6;5;1;1;1;5;3;4;4;4;3;5;1;1;1;1;1;
12725;Arnaud Phelippe;Canada;15230;Blainville-Boisbriand Armada;QMJHL;Blainville-Boisbriand Armada;QMJHL;LW, RW;Montreal;2/19/2002;18;Left Handed;None;20;13;8;1;1;1;19;15;20;13;5;16;7;11;11;5;10;10;11;12;4;10;14;13;14;9;6;8;4;6;7;11;8;2;4;4;1;1;1;1;1;
12726;Christopher Sörensen;Sweden;28822;Brynäs IF;SHL;Brynäs IF;SHL;LD;Göteborg;7/17/2001;18;Left Handed;None;15;26;8;1;20;12;1;1;1;9;4;5;9;11;7;4;10;12;10;9;1;10;8;12;19;11;3;5;1;7;7;11;10;2;7;5;1;1;1;1;1;
12727;Marco Ploner;Italy;2562;Asiago Hockey AS Jrs;Ita Jrs;Asiago Hockey AS Jrs;Ita Jrs;RD;Asiago;6/2/2001;18;Right Handed;None;6;6;8;1;12;20;1;1;1;15;1;3;8;3;2;1;6;7;6;13;1;7;7;12;12;8;1;1;1;1;2;7;8;2;1;3;1;1;1;1;1;
12728;Kevin Hoy;United States;3625;Danbury Titans;FHL;Danbury Titans;FHL;G;---;9/8/1991;28;Left Handed;None;20;0;10;20;1;1;1;1;1;5;8;5;7;9;7;1;6;3;10;9;2;1;3;10;3;1;1;1;1;1;2;8;11;1;2;1;6;9;6;5;6;
12729;Jason-Dylan Griffin;Canada;2562;Notre Dame Midget AA Hounds;SSMHL;Notre Dame Midget AA Hounds;SSMHL;G;Wilcox;11/11/2004;15;Left Handed;None;20;1;20;20;1;1;1;1;1;1;6;13;3;13;20;1;15;9;12;7;1;1;3;12;1;1;1;1;1;1;3;7;7;1;6;1;5;9;5;5;6;
12731;Alex Hudson;United States;10109;HC Merano;Serie B;HC Merano;Serie B;C, RW;Corona;8/1/1987;32;Right Handed;None;20;12;11;1;1;1;12;16;20;4;14;15;9;12;12;12;13;7;6;5;1;5;7;5;10;5;9;9;3;10;7;7;7;10;6;8;1;1;1;1;1;
12732;Arkadi Zhuk;Belarus;21445;Dinamo U20;Belarus League;Dinamo Minsk;Kontinental Hockey League;G;Zhlobin;6/18/2001;18;Left Handed;None;20;32;19;20;1;1;1;1;1;9;5;8;3;11;8;1;9;1;10;10;1;1;1;13;1;1;1;1;1;1;6;4;7;1;6;1;8;6;6;1;6;
12733;David Schlenker;Germany;5137;EV Landshut Eishockey;Oberliga;EV Landshut Eishockey;Oberliga;LW, C;Essen;6/27/2002;17;Left Handed;None;20;85;19;1;1;1;16;20;12;9;5;5;9;5;6;6;7;7;8;4;5;7;10;8;12;4;10;4;7;3;3;2;5;7;4;9;1;1;1;1;1;
12734;Michael Steele;United States;1312;Los Angeles Junior Kings;CAHA;Los Angeles Junior Kings;CAHA;RW;El Segundo;5/9/2003;16;Right Handed;None;18;55;19;1;1;1;14;12;20;11;3;10;5;6;6;1;9;13;11;8;2;8;11;13;9;9;4;3;2;3;9;10;10;5;4;4;1;1;1;1;1;
12735;Andy Huff;United States;15932;Rouen Hockey Elite 76;Magnus League;Rouen Hockey Elite 76;Magnus League;LW, RW;Howell;5/30/1992;27;Right Handed;None;20;12;11;1;1;1;20;14;16;8;11;12;7;11;10;9;11;7;9;8;7;8;7;9;14;8;8;9;4;7;6;6;10;7;10;8;1;1;1;1;1;
12738;Shane Petersen;United States;4717;Brother Rice;HS-MI;Brother Rice;HS-MI;C;Plymouth;8/4/2002;17;Right Handed;None;14;44;6;1;1;1;9;20;12;12;8;18;8;7;15;5;10;7;6;5;5;5;8;9;8;4;6;4;4;4;3;3;3;6;2;5;1;1;1;1;1;
12739;Cole Huggins;United States;24500;Iowa Wild;AHL;Iowa Wild;AHL;G;Englewood;5/22/1992;27;Left Handed;College;6;0;13;20;1;1;1;1;1;6;6;8;7;8;6;1;7;4;9;9;7;1;4;4;9;1;1;1;1;1;6;8;10;1;4;1;11;9;10;8;7;
12740;Alexei Viter;Belarus;6545;Thayer Academy;NEPSIHA;Thayer Academy;NEPSIHA;LD;Zhdanovichi;3/30/2001;18;Left Handed;None;20;19;7;1;20;15;1;1;1;3;3;6;6;12;2;4;6;7;6;9;2;9;7;8;13;9;1;3;1;1;4;8;8;4;2;1;1;1;1;1;1;
12742;Roy Downing;United States;4712;Muskegon Mona Shores;HS-MI;Muskegon Mona Shores;HS-MI;C, RW;Muskegon;5/22/2003;16;Right Handed;None;20;33;9;1;1;1;15;17;20;3;10;7;3;10;6;12;12;11;7;4;1;2;7;7;5;4;8;7;1;5;9;3;1;4;4;3;1;1;1;1;1;
12743;Gunnar Hughes;United States;11312;Dijon CPH;Magnus League;Dijon CPH;Magnus League;LW;Westwood;9/22/1992;27;Left Handed;College;20;28;20;1;1;1;20;12;12;5;7;6;4;6;4;8;9;5;5;3;5;5;6;9;11;4;14;6;2;5;5;5;8;7;5;7;1;1;1;1;1;
12745;Kyle Hughes;United States;2255;Brantford Blast;Allan Cup;Brantford Blast;Allan Cup;LW, C;---;10/14/1990;29;Left Handed;College;20;0;16;1;1;1;18;20;12;8;6;7;10;7;7;5;8;7;7;5;4;6;8;9;10;6;7;6;10;4;4;6;7;4;5;6;1;1;1;1;1;
12746;Kenneth Misiak;United States;1312;Chicago Chill U16;USU16E;Chicago Chill U16;USU16E;LW, RW;East Moriches;11/18/2003;16;Right Handed;None;20;64;14;1;7;7;20;12;17;3;4;11;6;11;16;3;18;14;8;10;1;5;13;9;6;7;5;5;2;5;9;9;8;5;5;4;1;1;1;1;1;
12747;Quinton Hughes;United States;1408;Toronto Varsity Blues;CIS;Toronto Varsity Blues;CIS;LD;Toronto;10/14/1999;20;Left Handed;None;20;0;7;1;20;12;1;1;1;5;6;10;2;8;12;8;8;6;9;8;3;5;8;10;14;5;5;7;1;10;9;8;4;10;9;10;1;1;1;1;1;
12749;Landon Montambault;United States;4000;Toronto Young Nationals;GTHL;Toronto Young Nationals;GTHL;G;Plymouth;1/5/2002;18;Left Handed;None;20;35;14;20;1;1;1;1;1;11;4;6;8;7;9;1;5;7;10;9;1;1;3;10;4;1;1;1;1;1;6;8;8;1;3;1;6;6;7;4;6;
12750;Cole Hults;United States;641;Plattsburgh State Cardinals;SUNYAC;Plattsburgh State Cardinals;SUNYAC;LD;Stoughton;5/22/1998;21;Left Handed;College;20;0;19;1;20;12;1;1;1;7;1;7;10;10;4;1;9;8;2;9;1;6;6;10;11;9;1;3;1;1;3;8;9;2;1;1;1;1;1;1;1;
12752;Max Humitz;United States;9015;Brest Albatros Hockey;National League 1;Brest Albatros Hockey;National League 1;LW;Livonia;7/8/1995;24;Left Handed;College;19;0;10;1;1;1;20;1;12;3;2;1;8;7;8;2;5;7;9;7;1;3;4;6;4;8;6;5;3;3;7;7;8;4;7;4;1;1;1;1;1;
12753;Szymon Slowakiewicz;Poland;2625;TMH Polonia Bytom U20;Polish Junior;TMH Polonia Bytom U20;Polish Junior;LW;Wroclaw;5/30/2001;18;Left Handed;None;15;11;12;1;1;1;20;9;12;5;2;5;8;5;10;2;9;6;6;13;8;9;6;9;13;7;5;1;1;4;3;6;8;2;3;2;1;1;1;1;1;
12754;Beno Kastelic;Slovenia;2041;HDK Maribor U18;Austrian Juniors;HDK Maribor U18;Austrian Juniors;LD, RD;Koper;2/8/2002;18;Left Handed;None;20;3;11;1;20;18;1;1;1;4;1;1;1;8;5;3;4;6;6;9;1;7;7;13;12;4;1;3;1;1;1;3;6;2;2;1;1;1;1;1;1;
12756;Dalton Hunter;United States;639;Wisconsin-Stout Blue Devils;NCHA;Wisconsin-Stout Blue Devils;NCHA;RW;Greensburg;9/29/1997;22;Left Handed;College;16;0;16;1;1;1;12;14;20;4;8;1;9;3;3;9;1;5;6;4;1;1;9;5;1;1;4;9;1;7;3;1;1;3;6;6;1;1;1;1;1;
12757;Drew Hunter;United States;15042;Niagara IceDogs;OHL;Niagara IceDogs;OHL;LD;Livonia;2/6/1999;21;Left Handed;Major Junior;1;0;6;1;20;12;14;15;9;7;6;11;9;5;16;6;19;12;11;9;2;4;11;10;15;5;7;7;1;7;6;5;7;7;6;7;1;1;1;1;1;
12758;Henry Leboutillier;Canada;8510;Prince George Spruce Kings;BCHL;Prince George Spruce Kings;BCHL;C, RW;St. Jean Baptiste;10/15/2003;16;Right Handed;None;11;10;20;1;1;1;12;20;16;14;10;8;10;11;4;11;5;7;7;8;1;5;8;11;16;1;5;4;7;5;7;1;3;5;2;6;1;1;1;1;1;
12759;Matt Hunwick;United States;47527;Vaasan Sport;Liiga;Vaasan Sport;Liiga;LD;Warren;5/21/1985;34;Left Handed;College;10;2;12;1;20;12;1;1;1;8;12;10;12;15;16;12;14;14;15;14;2;13;14;13;9;13;7;11;4;8;11;14;16;10;12;9;1;1;1;1;1;
12760;Connor Hurley;United States;16312;Rapid City Rush;ECHL;Rapid City Rush;ECHL;C;Eagan;9/15/1995;24;Left Handed;College;20;0;5;1;1;1;12;20;9;6;12;9;10;8;13;12;13;8;9;11;9;13;8;8;13;7;10;6;13;5;8;7;7;8;9;9;1;1;1;1;1;
12761;Léo Bounoure;Canada;4062;Collège Notre-Dame Albatros;QMHL;Collège Notre-Dame Albatros;QMHL;LD;Riviere-Du-Loup;3/4/2004;16;Left Handed;None;20;11;11;1;20;12;1;1;1;19;5;6;7;9;17;5;14;6;4;10;1;9;7;7;6;8;3;1;2;3;3;7;4;1;1;2;1;1;1;1;1;
12762;Jakob Gruskovnjak;Slovenia;4791;HK Olimpija Ljubljana U20;EBEL Juniors;HK Olimpija Ljubljana U20;EBEL Juniors;LD, RD;Trzic;7/10/2002;17;Left Handed;None;20;11;17;1;20;18;1;1;1;6;3;5;9;4;3;1;3;6;9;9;1;9;6;11;10;8;1;4;1;1;2;6;5;4;1;1;1;1;1;1;1;
12763;Justin Hussar;United States;29179;Tucson Roadrunners;AHL;Tucson Roadrunners;AHL;LW, C;Lancaster;10/1/1992;27;Left Handed;College;11;18;15;1;1;1;20;16;12;11;12;12;8;12;13;11;13;8;9;6;9;9;7;7;13;7;12;8;3;8;7;7;9;8;8;10;1;1;1;1;1;
12764;Jaromír Schejbal;Czech Republic;16448;HK Mountfield Hradec Králové;Czech Extraliga;HK Mountfield Hradec Králové;Czech Extraliga;LW, RW;Havlíckzv Brod;6/29/2001;18;Right Handed;None;16;47;5;1;1;1;20;14;16;1;12;4;9;6;7;11;8;7;7;6;1;1;6;8;7;3;5;8;1;8;2;1;1;7;4;8;1;1;1;1;1;
12765;Hjalti Gudlaugsson;Iceland;1312;Skautafélag Reykjavíkur 2 Flokkur;Icelandic U18;Skautafélag Reykjavíkur 2 Flokkur;Icelandic U18;C;Reykjavík;7/15/2002;17;Left Handed;None;20;66;12;1;1;1;12;20;10;5;8;19;8;4;4;1;2;6;4;2;5;4;9;9;6;2;7;3;6;5;2;1;2;3;2;7;1;1;1;1;1;
12766;Dusty Roeder;United States;0;---;---;---;---;RD;Charlotte;2/1/2002;18;Right Handed;None;17;77;11;1;12;20;1;1;1;20;1;4;8;1;4;2;4;7;8;10;1;5;7;10;9;7;3;3;1;4;5;6;5;2;5;1;1;1;1;1;1;
12767;Ryan Hutchinson;United States;3625;Danbury Titans;FHL;Danbury Titans;FHL;RD;Bloomingdale;3/30/1995;24;Right Handed;None;20;18;13;1;12;20;1;1;1;13;4;8;8;8;8;4;10;9;10;12;3;9;9;7;12;8;4;5;1;4;3;7;9;4;3;5;1;1;1;1;1;
12768;Logan Hutsko;United States;2180;New Hampshire Wildcats;HE;New Hampshire Wildcats;HE;RW;North Caldwell;2/11/1999;21;Right Handed;College;17;0;7;1;1;1;12;12;20;4;11;6;10;8;5;16;10;16;9;7;1;2;13;8;4;5;6;10;2;9;9;4;4;9;7;9;1;1;1;1;1;
12769;Christioh Meyer;Switzerland;32365;HC Fribourg-Gottéron;National League A;HC Fribourg-Gottéron;National League A;LW, C;Sierre;5/13/2001;18;Left Handed;None;1;68;5;1;1;1;18;20;14;4;8;10;5;5;10;13;7;7;6;9;8;6;11;5;7;1;10;2;8;4;3;1;3;5;1;9;1;1;1;1;1;
12771;Ludvig Arildsson;Sweden;13750;Västerviks IK J20;J20 Lower;Västerviks IK;HockeyAllsvenskan;LW, RW;Malmö;5/9/2001;18;Left Handed;None;16;44;11;1;1;1;20;9;16;7;11;19;7;12;15;13;16;7;3;4;6;4;6;12;8;2;8;1;2;7;4;3;4;3;2;7;1;1;1;1;1;
12772;Tommy Krygier;United States;1312;Des Moines Buccaneers U16;USU16E;Des Moines Buccaneers U16;USU16E;RW;Des Moines;6/30/2003;16;Right Handed;None;16;66;5;1;1;1;14;12;20;5;4;15;5;10;13;4;8;7;5;7;1;2;8;8;3;4;1;3;1;1;2;6;3;2;7;3;1;1;1;1;1;
12775;Matt Iacopelli;United States;14557;Bordeaux GH 2000;Magnus League;Bordeaux GH 2000;Magnus League;RW;Woodhaven;5/15/1994;25;Left Handed;College;19;0;12;1;1;1;12;9;20;8;9;7;10;9;12;10;12;10;10;7;7;9;9;9;13;8;10;8;6;11;7;7;9;10;9;10;1;1;1;1;1;
12776;Tucker Bennett;United States;1312;Tri-City Eagles;USU16E;Tri-City Eagles;USU16E;LD;Laurel;3/1/2003;17;Left Handed;None;13;44;6;1;20;12;1;1;1;7;5;8;6;10;9;5;8;10;4;15;1;7;9;7;10;9;1;3;2;3;3;9;6;2;1;1;1;1;1;1;1;
12778;Max Iafrate;United States;6708;Hokej Sumperk 2003;WSM Liga;Hokej Sumperk 2003;WSM Liga;RD;Livonia;3/28/1994;25;Right Handed;Major Junior;20;34;10;1;15;20;1;1;1;15;12;4;13;10;5;11;6;8;6;7;3;6;6;6;13;7;8;8;1;6;8;7;10;8;7;7;1;1;1;1;1;
12779;Jide Idowu;United States;2882;Berlin River Drivers;FHL;Berlin River Drivers;FHL;RD;---;3/5/1992;28;Left Handed;None;19;0;18;1;12;20;1;1;1;17;4;9;9;7;9;4;8;7;7;9;1;7;8;11;13;9;5;5;1;5;6;9;9;5;3;5;1;1;1;1;1;
12780;Andy Iles;United States;14634;Heilbronner Falken;DEL2;Heilbronner Falken;DEL2;G;Ithaca;1/30/1992;28;Left Handed;None;20;30;8;20;1;1;1;1;1;7;11;9;5;11;10;1;11;3;12;9;3;1;5;8;6;1;1;1;1;1;3;7;12;1;3;1;11;11;10;11;10;
12783;Barnabas Johnstone;United States;1312;Chicago Chill U16;USU16E;Chicago Chill U16;USU16E;LD;Binghamton;2/23/2003;17;Right Handed;None;19;7;16;1;20;12;1;1;1;11;3;4;11;3;7;1;9;7;2;9;7;9;6;7;15;7;1;2;1;3;2;5;7;3;1;3;1;1;1;1;1;
12785;Jalen Wilson;United States;4730;Detroit Catholic Central;HS-MI;Detroit Catholic Central;HS-MI;RW;Howell;9/17/2003;16;Right Handed;None;13;19;16;1;1;1;15;12;20;8;10;14;6;11;17;12;19;13;10;8;5;6;9;12;8;9;9;8;4;12;11;7;7;7;7;12;1;1;1;1;1;
12787;David Inman;United States;3113;HUKS Legia Warszawa;First League;HUKS Legia Warszawa;First League;LD, RD;San Diego;3/8/1987;33;Right Handed;None;20;21;15;1;18;20;1;1;1;7;5;3;9;6;3;5;5;12;9;9;2;8;11;11;13;5;5;5;3;4;5;7;10;4;3;4;1;1;1;1;1;
12789;Danny Irmen;United States;18115;Atlanta Gladiators;ECHL;Atlanta Gladiators;ECHL;C, RW;Fargo;9/6/1984;35;Right Handed;None;20;9;15;1;1;1;11;20;19;12;10;9;10;11;10;12;7;6;4;4;3;6;7;10;6;7;9;10;8;6;9;7;9;10;11;12;1;1;1;1;1;
12790;Tyler Irvine;United States;16312;Cincinnati Cyclones;ECHL;Cincinnati Cyclones;ECHL;C, RW;Livonia;5/15/1996;23;Right Handed;College;20;0;6;1;1;1;14;16;20;4;16;13;10;9;17;14;14;9;11;7;2;4;9;12;6;6;4;7;3;6;8;7;6;3;9;7;1;1;1;1;1;
12791;Kevin Irwin;United States;9170;HC Caen;National League 1;HC Caen;National League 1;RW;---;7/9/1993;26;Right Handed;College;19;8;15;1;1;1;12;15;20;12;10;12;8;11;11;9;12;8;8;6;10;9;9;9;12;7;11;9;3;7;4;7;8;7;5;9;1;1;1;1;1;
12794;Christian Isackson;United States;10875;Kongsvinger Knights;GET Ligaen;Kongsvinger Knights;GET Ligaen;C, RW;St. Paul;1/20/1992;28;Right Handed;College;20;22;12;1;1;1;12;16;20;9;11;8;10;11;11;12;11;8;8;8;4;8;8;8;14;6;6;8;4;11;12;7;8;6;12;5;1;1;1;1;1;
12796;Anders Burton;United States;5312;University School Milwaukee;HS-WI;University School Milwaukee;HS-WI;LW;Madison;11/29/2002;17;Left Handed;None;10;48;6;1;1;1;20;9;12;5;1;7;11;1;2;1;6;13;6;11;1;6;11;12;6;8;3;1;1;3;6;4;8;1;2;3;1;1;1;1;1;
12797;Keegan Iverson;United States;12812;EHC Olten;National League B;EHC Olten;National League B;RW;St. Louis Park;4/5/1996;23;Right Handed;Major Junior;20;13;13;1;9;12;12;12;20;14;10;17;7;13;15;8;14;9;8;16;10;14;8;10;17;10;12;7;8;8;8;9;9;11;6;9;1;1;1;1;1;
12798;Mark Froese;Canada;5560;Minnesota Iron Rangers;SIJHL;Minnesota Iron Rangers;SIJHL;C;Georgina;12/8/2002;17;Left Handed;None;20;10;7;1;1;1;12;20;9;8;4;7;9;9;6;3;5;7;9;9;4;3;7;8;8;1;7;1;8;4;1;1;3;7;1;5;1;1;1;1;1;
12799;Thomas Price;United States;5312;Grafton/Park River;HS-ND;Grafton/Park River;HS-ND;LD, RD;Grafton;8/30/2004;15;Left Handed;None;20;11;6;1;20;16;10;1;1;18;6;12;10;9;12;6;10;9;9;10;1;10;7;6;11;6;4;6;1;3;3;9;9;6;1;2;1;1;1;1;1;
12801;Matt Fankhouser;United States;7757;Shattuck-St. Mary's;HS-MN;Shattuck-St. Mary's;HS-MN;C;Faribault;11/4/2004;15;Right Handed;None;1;33;17;1;1;1;9;20;12;8;12;17;8;10;9;10;14;8;1;8;4;5;7;12;7;3;8;2;7;4;2;1;4;5;1;6;1;1;1;1;1;
12803;David Jackobson;United States;2882;Berlin River Drivers;FHL;Berlin River Drivers;FHL;G;Calabasas;9/8/1994;25;Left Handed;College;16;0;2;20;1;1;1;1;1;5;4;4;4;5;4;1;5;4;6;8;5;1;5;6;3;1;1;1;1;1;6;6;9;1;6;1;5;6;5;5;4;
12805;Evan Stuart;United States;1834;Ohio State Buckeyes;Big Ten;Ohio State Buckeyes;Big Ten;LD, RD;Oregon;5/5/2002;17;Left Handed;None;18;28;9;1;20;17;1;1;1;4;4;7;3;10;6;2;10;7;8;11;1;8;7;10;12;8;2;3;1;2;2;5;7;1;3;1;1;1;1;1;1;
12806;Dariusz Slowakiewicz;Poland;1208;JKH GKS Jastrzebie U20;Polish Junior;JKH GKS Jastrzebie U20;Polish Junior;LW;Lodz;10/20/2001;18;Left Handed;None;17;39;13;1;1;1;20;15;15;10;1;8;10;5;6;3;6;7;5;12;6;8;8;11;7;7;4;1;2;3;6;7;6;3;7;5;1;1;1;1;1;
12807;Thomas Jason Howard;United States;2562;CW Midgets U16;USU16E;CW Midgets U16;USU16E;RD;Davison;3/5/2003;17;Right Handed;None;20;8;14;1;12;20;1;1;1;17;5;12;8;7;11;3;10;8;6;14;1;6;8;12;10;10;2;6;1;5;4;8;9;4;2;3;1;1;1;1;1;
12808;Jake Jackson;United States;2287;Dundas Real McCoys;Allan Cup;Dundas Real McCoys;Allan Cup;C;Oakdale;12/5/1994;25;Left Handed;College;19;0;11;1;1;1;12;20;9;6;8;6;5;10;11;7;11;12;10;9;5;9;12;8;10;9;4;2;10;5;4;7;10;4;2;4;1;1;1;1;1;
12811;Mikhail Pokhodenko;Ukraine;2041;Sokol Kiev Juniors;---;Sokol Kiev Juniors;---;RD;Kiev;3/6/2002;18;Right Handed;None;13;33;5;1;10;20;1;1;1;5;1;3;9;9;2;1;2;5;2;6;1;6;8;4;7;6;1;2;1;2;1;4;5;3;1;1;1;1;1;1;1;
12812;Colin Jacobs;United States;8957;HC Neuilly sur Marne;National League 1;HC Neuilly sur Marne;National League 1;C;Coppell;1/20/1993;27;Right Handed;Major Junior;20;18;8;1;1;1;11;20;13;14;7;13;5;8;8;6;8;8;6;9;9;10;9;6;11;8;6;5;11;6;6;6;9;7;7;6;1;1;1;1;1;
12814;Josh Jacobs;United States;50263;Albany Devils;AHL;New Jersey Devils;NHL;RD;Shelby Township;2/15/1996;24;Right Handed;Major Junior;5;8;13;1;14;20;1;1;1;12;8;12;8;9;14;9;12;11;11;11;4;13;12;10;16;11;6;7;1;9;11;11;11;10;8;9;1;1;1;1;1;
12815;David Jacobson;United States;11000;Mississippi RiverKings;SPHL;Mississippi RiverKings;SPHL;G;Janesville;11/13/1990;29;Left Handed;College;20;0;18;20;1;1;1;1;1;6;6;8;6;8;7;1;7;8;7;9;9;1;6;7;7;1;1;1;1;1;8;9;12;1;9;1;4;8;6;5;6;
12816;Troy Nault;Canada;7250;Nipawin Hawks;SJHL;Nipawin Hawks;SJHL;RD;Ile des Chenes;3/13/2003;17;Right Handed;None;20;55;13;1;12;20;1;1;1;11;5;7;7;10;11;1;7;8;9;8;6;9;7;9;10;6;2;4;2;2;4;4;9;4;2;2;1;1;1;1;1;
12817;Larkin Jacobson;United States;3125;Peterborough Phantoms;English Premier League;Peterborough Phantoms;English Premier League;LW;Sioux City;7/30/1991;28;Left Handed;College;20;0;14;1;1;1;20;12;12;11;9;4;8;11;4;8;3;7;8;4;6;5;7;13;12;4;7;6;2;4;6;5;6;6;3;5;1;1;1;1;1;
12818;Stefan Sisak;Slovakia;2333;HK Nitra Jr.;Slovakian Juniors;HK Nitra Jr.;Slovakian Juniors;RW;Nitra;3/13/2003;17;Left Handed;None;20;39;15;1;1;1;12;9;20;7;11;14;1;13;7;10;9;6;8;3;1;3;7;9;7;3;10;6;4;6;5;2;3;7;7;9;1;1;1;1;1;
12819;Emil Bergqvist;Sweden;6045;IF Troja-Ljungby J20;J20 Elit;IF Troja-Ljungby;First Division;LD, RD;Simrishamn;3/28/2001;18;Left Handed;None;16;55;13;1;20;18;1;1;1;13;4;15;6;11;6;3;10;7;5;9;8;9;8;11;13;8;4;4;1;6;2;7;9;6;1;5;1;1;1;1;1;
12820;Gordon Dorsey;United States;7250;Georgetown Raiders;OJHL;Georgetown Raiders;OJHL;LW;Plymouth;9/28/2002;17;Left Handed;None;20;71;10;1;12;1;20;9;12;11;4;9;10;10;15;2;10;7;6;9;5;9;7;11;8;5;3;1;1;4;1;4;3;1;2;4;1;1;1;1;1;
12821;Pawel Bartkowiak;Poland;2625;TMH Polonia Bytom U20;Polish Junior;TMH Polonia Bytom U20;Polish Junior;LD, RD;Gdynia;12/23/2001;18;Left Handed;None;11;7;7;1;20;16;1;1;1;9;1;3;6;6;6;1;8;6;6;8;1;7;7;6;13;9;2;4;1;3;7;7;5;1;3;1;1;1;1;1;1;
12822;Jean-Yves Gendron;Canada;15175;Baie-Comeau Drakkar;QMJHL;Baie-Comeau Drakkar;QMJHL;RW;St. Jerome;8/3/2002;17;Right Handed;None;20;19;10;1;1;1;14;9;20;3;13;12;4;12;10;11;15;11;11;8;1;1;11;15;6;2;6;9;1;9;10;3;1;2;6;2;1;1;1;1;1;
12823;Michal Lukes;Czech Republic;3708;Ústí nad Labem Jrs;Czech Juniors;Ústí nad Labem Jrs;Czech Juniors;RW;Ústí nad Labem;8/15/2001;18;Right Handed;None;20;13;15;1;1;1;12;9;20;16;10;7;7;3;9;10;10;7;7;4;6;7;9;13;6;4;10;6;2;10;6;2;5;5;3;10;1;1;1;1;1;
12824;Ulrik Lombardi;United States;1312;Tri-City Eagles;USU16E;Tri-City Eagles;USU16E;LW;Laurel;3/2/2003;17;Left Handed;None;14;28;6;1;1;1;20;9;12;1;10;1;3;2;2;1;7;5;6;2;3;4;8;9;6;3;7;2;2;7;3;3;3;3;2;8;1;1;1;1;1;
12825;Castan Ritter;United States;2490;London Jr. Knights Green Mn Mdgt;Alliance MMPL;London Jr. Knights Green Mn Mdgt;Alliance MMPL;G;Reston;3/12/2002;18;Left Handed;None;20;1;15;20;1;1;1;1;1;3;4;9;8;7;5;1;9;1;15;5;1;1;2;10;5;1;1;1;1;1;2;5;7;1;3;1;7;6;2;4;4;
12826;Rory McColgan;United States;9062;Kansas City Mavs Elite U18;T1EHL (Midget Major);Kansas City Mavs Elite U18;T1EHL (Midget Major);LW, RW;Schenectady;7/5/2002;17;Left Handed;None;20;31;11;1;1;1;20;11;18;20;7;19;7;12;14;11;16;8;5;10;4;5;7;12;7;5;9;4;3;3;5;2;3;7;2;7;1;1;1;1;1;
